name,dba,license_number,license_type,license_status,contact_name,phone,address,city,state,zip,county,region,business_purpose,see_category,operational_status,issued_date,expiration_date
"OET INC.","","OCM-RETL-24-000011","Adult-Use Retail Dispensary License","Active","Antoinette Haynes","","733 Flatbush Ave","Brooklyn","NY","11226","Kings","Brooklyn","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-03-04T00:00:00.000","2028-03-04T00:00:00.000"
"RawLeaf Enterprises LLC","","OCM-RETL-24-000012","Adult-Use Retail Dispensary License","Active","Jaspreet Singh","","364 Broadway","Newburgh","NY","12550","Orange","Mid-Hudson","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-03-04T00:00:00.000","2028-03-04T00:00:00.000"
"Best Buds Thirteen LLC","","OCM-RETL-24-000013","Adult-Use Retail Dispensary License","Active","Mohit Sood","","50 N Highland Ave","Ossining","NY","10562","Westchester","Mid-Hudson","Adult-Use Retail Sales","Minority-Owned Business","Non-Operational","2024-03-04T00:00:00.000","2028-03-04T00:00:00.000"
"4081 Companies, LLC","","OCM-RETL-24-000014","Adult-Use Retail Dispensary License","Active","Jean Gordon","","772 Nostrand Ave","Brooklyn","NY","11216","Kings","Brooklyn","Adult-Use Retail Sales","Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Minority-Owned Business","Non-Operational","2024-03-04T00:00:00.000","2026-03-04T00:00:00.000"
"Highland Gallery LLC","","OCM-RETL-24-000015","Adult-Use Retail Dispensary License","Active","Brett Sandberg","","501 Route 9W","Piermont","NY","10968","Rockland","Mid-Hudson","Adult-Use Retail Sales","Women-Owned Business","Active","2024-03-04T00:00:00.000","2026-03-04T00:00:00.000"
"Blue Forest Farms Dispensary LLC","","OCM-RETL-24-000016","Adult-Use Retail Dispensary License","Active","Trina Johnson","","122 E 25th St","New York","NY","10010","New York","Manhattan","Adult-Use Retail Sales","Women-Owned Business","Active","2024-03-04T00:00:00.000","2028-03-04T00:00:00.000"
"Capital Cannabis LLC","","OCM-RETL-24-000017","Adult-Use Retail Dispensary License","Active","Bradley Phillips","","930 Oriskany St W","Utica","NY","13502","Oneida","Mohawk Valley","Adult-Use Retail Sales","","Non-Operational","2024-03-04T00:00:00.000","2026-03-04T00:00:00.000"
"Venus Cannabis Shop, LLC","","OCM-RETL-24-000018","Adult-Use Retail Dispensary License","Active","Gina Candelario","","248-06 Northern Blvd","Little Neck","NY","11362","Queens","Queens","Adult-Use Retail Sales","Women-Owned Business, Minority-Owned Business","Non-Operational","2024-03-05T00:00:00.000","2028-03-05T00:00:00.000"
"HIGHSENTIAL LLC","","OCM-RETL-24-000019","Adult-Use Retail Dispensary License","Active","Donna Gallub","","301 Brighton Beach Ave","Brooklyn","NY","11235","Kings","Brooklyn","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Non-Operational","2024-03-05T00:00:00.000","2026-03-05T00:00:00.000"
"YONKERS DREAM LLC","","OCM-RETL-24-000020","Adult-Use Retail Dispensary License","Active","Christopher Cacace","","2245 Central Park Ave","Yonkers","NY","10710","Westchester","Mid-Hudson","Adult-Use Retail Sales","Minority-Owned Business, Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Extra Priority","Active","2024-03-05T00:00:00.000","2026-03-05T00:00:00.000"
"2147 44th LLC","","OCM-RETL-24-000021","Adult-Use Retail Dispensary License","Active","Alexander Chan","","1720 2nd Ave","New York","NY","10128","New York","Manhattan","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-03-21T00:00:00.000","2028-03-21T00:00:00.000"
"7420 Utrecht LLC","","OCM-RETL-24-000022","Adult-Use Retail Dispensary License","Active","Joseph Vierheller","","316  East State St","Herkimer","NY","13350","Herkimer","Mohawk Valley","Adult-Use Retail Sales","","Active","2024-03-21T00:00:00.000","2026-03-21T00:00:00.000"
"WNRA LLC","","OCM-RETL-24-000023","Adult-Use Retail Dispensary License","Active","Ryan Linares","","13115 Merrick Blvd","Jamaica","NY","11434","Queens","Queens","Adult-Use Retail Sales","Minority-Owned Business","Non-Operational","2024-03-21T00:00:00.000","2026-03-21T00:00:00.000"
"YESCA, LLC","CANNABIS DEPOT","OCM-RETL-24-000024","Adult-Use Retail Dispensary License","Active","KIMBERLY PARKER","","23171 MURROCK CIRCLE","WATERTOWN","NY","13601","Jefferson","North Country","Adult-Use Retail Sales","Women-Owned Business","Active","2024-03-28T00:00:00.000","2026-03-28T00:00:00.000"
"Yogikrupa 171 LLC","","OCM-RETL-24-000025","Adult-Use Retail Dispensary License","Active","Ketan Shah","","171 W 4th St","New York","NY","10014","New York","Manhattan","Adult-Use Retail Sales","Minority-Owned Business","Non-Operational","2024-03-28T00:00:00.000","2026-03-28T00:00:00.000"
"Bayside supply inc","Silky Strain","OCM-RETL-24-000026","Adult-Use Retail Dispensary License","Active","NAVNEET JOSAN","","224-15 union Turnpike","Oakland gardens","NY","11364","Queens","Queens","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Active","2024-03-28T00:00:00.000","2028-03-28T00:00:00.000"
"Hudson Park Agency LLC","","OCM-RETL-24-000027","Adult-Use Retail Dispensary License","Active","Tarun Sadana","","14407 243rd St","Rosedale","NY","11422","Queens","Queens","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-03-28T00:00:00.000","2026-03-28T00:00:00.000"
"Lake Goat LLC","","OCM-RETL-24-000029","Adult-Use Retail Dispensary License","Active","Melinda Mussare","","41-43 Genesee St","Auburn","NY","13021","Cayuga","Central NY","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-01T00:00:00.000","2026-04-01T00:00:00.000"
"Urban Pulse, LLC","","OCM-RETL-24-000030","Adult-Use Retail Dispensary License","Active","Kacey Mulgrew","","3740 W Henrietta","Henrietta","NY","14623","Monroe","Finger Lakes","Adult-Use Retail Sales","Women-Owned Business","Non-Operational","2024-04-01T00:00:00.000","2026-04-01T00:00:00.000"
"Urban Pulse, LLC","","OCM-RETL-24-000030","Adult-Use Retail Dispensary License","Amendment Under Review","","","363 W Seneca Turnpike","Syracuse","NY","13207","","","Adult-Use Retail Sales","","","",""
"Urban Pulse, LLC","","OCM-RETL-24-000030","Adult-Use Retail Dispensary License","Amendment Under Review","","","363 W Seneca Turnpike","Syracuse","NY","13207","","","Adult-Use Retail Sales","","","",""
"The Green Hut, LLC","","OCM-RETL-24-000031","Adult-Use Retail Dispensary License","Active","Poliany Weidman","","12187 State Route 9W","West Coxsackie","NY","12192","Greene","Capital District","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-01T00:00:00.000","2028-04-01T00:00:00.000"
"The Cannabis Spot Inc.","","OCM-RETL-24-000032","Adult-Use Retail Dispensary License","Active","Daniel Gamil","","386 Canal st","New York","NY","10013","New York","Manhattan","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Upstate Edge, LLC","","OCM-RETL-24-000033","Adult-Use Retail Dispensary License","Active","Kevin Pruitt","","387 Van Brunt St.","Brooklyn","NY","11231","Kings","Brooklyn","Adult-Use Retail Sales","Service-Disabled Veteran-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"PACIFIC PALMS GROUP LLC","","OCM-RETL-24-000034","Adult-Use Retail Dispensary License","Active","Rachel Cheung","","345 Greenwich St","New York","NY","10013","New York","Manhattan","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Non-Operational","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"HVK Management, LLC","","OCM-RETL-24-000035","Adult-Use Retail Dispensary License","Active","Haydee Velez-Keeby","","130-4 Atlantic Avenue","South Richmond Hill","NY","11419","Queens","Queens","Adult-Use Retail Sales","Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Minority-Owned Business, Women-Owned Business","Non-Operational","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Puff and Pump, L.L.C.","","OCM-RETL-24-000036","Adult-Use Retail Dispensary License","Active","Katrina Kuebler","","6-8 Hammond St","Port Jervis","NY","12771","Orange","Mid-Hudson","Adult-Use Retail Sales","Women-Owned Business","Non-Operational","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"KBAT ENTERPRISES INC.","","OCM-RETL-24-000037","Adult-Use Retail Dispensary License","Active","Keith Titmus","","1077 Atlantic Ave","Brooklyn","NY","11238","Kings","Brooklyn","Adult-Use Retail Sales","","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Asking Edward, LLC","","OCM-RETL-24-000038","Adult-Use Retail Dispensary License","Active","Cynthia Tewksbury","","48 E Genesee St","Auburn","NY","13021","Cayuga","Central NY","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Island Leaf LLC","","OCM-RETL-24-000039","Adult-Use Retail Dispensary License","Active","Dimpalben Patel","","9 Mahan Street","West Babylon","NY","11704","Suffolk","Long Island","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Non-Operational","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Roc Sole Sanctuary, LLC","","OCM-RETL-24-000040","Adult-Use Retail Dispensary License","Active","Javaun Ridgeway","","1430 Dewey Ave","Rochester","NY","14615","Monroe","Finger Lakes","Adult-Use Retail Sales","Minority-Owned Business","Non-Operational","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Bright Elephant, LLC","","OCM-RETL-24-000041","Adult-Use Retail Dispensary License","Active","Mohammad Yousef","","206 8th Ave","New York","NY","10011","New York","Manhattan","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Catskill Cannabis NY LLC","","OCM-RETL-24-000042","Adult-Use Retail Dispensary License","Active","Dipalibahen Patel","","170 W Bridge St","Catskill","NY","12414","Greene","Capital District","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Kingston NY Cannabis LLC","","OCM-RETL-24-000043","Adult-Use Retail Dispensary License","Active","Shivani Patel","","1221 Ulster Ave","Kingston","NY","12401","Ulster","Mid-Hudson","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Goldleaf Cannabis LLC","Goldleaf Cannabis","OCM-RETL-24-000044","Adult-Use Retail Dispensary License","Active","Marc Kusewich","","235 Fairview Ave","Hudson","NY","12534","Columbia","Capital District","Adult-Use Retail Sales","","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Westage 7, LLC","Potency","OCM-RETL-24-000045","Adult-Use Retail Dispensary License","Active","Peter Velez","","18 Westage Dr Ste 7","Fishkill","NY","12524","Dutchess","Mid-Hudson","Adult-Use Retail Sales","Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Extra Priority, Minority-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"KiKi Buddz Corp.","","OCM-RETL-24-000046","Adult-Use Retail Dispensary License","Active","Andrew Sick","","50-12 72nd Street","Woodside","NY","11377","Queens","Queens","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"FUMI Dispensary LLC","","OCM-RETL-24-000047","Adult-Use Retail Dispensary License","Active","Jessica Aguirre","","217-12 Hempstead Ave","Queens Village","NY","11429","Queens","Queens","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"MIDNIGHT MOON CORP","","OCM-RETL-24-000048","Adult-Use Retail Dispensary License","Active","Leonel Arias","","1536 Amsterdam Ave","New York","NY","10031","New York","Manhattan","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"Amber Jane LLC","Amber Jane","OCM-RETL-24-000049","Adult-Use Retail Dispensary License","Active","Stephanie Schuman","","1577 State Route 17B","White Lake","NY","12786","Sullivan","Mid-Hudson","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Active","2024-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"HOOSICK DISPENSARY LLC","HOOSICK DISPENSARY","OCM-RETL-24-000050","Adult-Use Retail Dispensary License","Active","nimesh patel","","514 Congress St","Troy","NY","12180","Rensselaer","Capital District","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-04-11T00:00:00.000","2026-04-11T00:00:00.000"
"Chronic Brooklyn LLC","Chronic Brooklyn","OCM-RETL-24-000051","Adult-Use Retail Dispensary License","Active","Edward  Morales","","483 3rd Ave","Brooklyn","NY","11215","Kings","Brooklyn","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-04-15T00:00:00.000","2026-04-15T00:00:00.000"
"Alyssa M Renko","","OCM-RETL-24-000052","Adult-Use Retail Dispensary License","Active","Alyssa Renko","","320 South Transit Rd","South Lockport","NY","14094","Niagara","Western NY","Adult-Use Retail Sales","Women-Owned Business, Minority-Owned Business","Active","2024-04-16T00:00:00.000","2026-04-16T00:00:00.000"
"Twisted Cannabis FLX LLC","Twisted Cannabis FLX","OCM-RETL-24-000053","Adult-Use Retail Dispensary License","Active","Ian Boni","","501 Exchange St","Geneva","NY","14456","Ontario","Finger Lakes","Adult-Use Retail Sales","","Active","2024-04-16T00:00:00.000","2028-04-16T00:00:00.000"
"NextGen Endeavors, LLC","","OCM-RETL-24-000054","Adult-Use Retail Dispensary License","Active","Peter Cullen","","51 Main St","Canton","NY","13617","St Lawrence","North Country","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-16T00:00:00.000","2026-04-16T00:00:00.000"
"ELEVATED 718 LLC","ELEVATED","OCM-RETL-24-000055","Adult-Use Retail Dispensary License","Active","Blerta Spaho","","302 Kings Hwy","Brooklyn","NY","11223","Kings","Brooklyn","Adult-Use Retail Sales","Women-Owned Business, Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition","Non-Operational","2024-04-16T00:00:00.000","2028-04-16T00:00:00.000"
"Dune Lilly, LLC","","OCM-RETL-24-000058","Adult-Use Retail Dispensary License","Active","Gurnake Singh","","185 Market St","Potsdam","NY","13676","St Lawrence","North Country","Adult-Use Retail Sales","Women-Owned Business","Non-Operational","2024-04-17T00:00:00.000","2026-04-17T00:00:00.000"
"Dune Lilly LLC","","OCM-RETL-24-000058","Adult-Use Retail Dispensary License","Amendment Under Review","","","1011 W Genesee Street","Syracuse","NY","13204","","","Adult-Use Retail Sales","","","",""
"844 Route 211 LLC","","OCM-RETL-24-000059","Adult-Use Retail Dispensary License","Active","Wei Hu","","1326 County Route 12","New Hampton","NY","10958","Orange","Mid-Hudson","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-04-17T00:00:00.000","2026-04-17T00:00:00.000"
"OKKERSNY LLC","","OCM-RETL-24-000060","Adult-Use Retail Dispensary License","Active","Mindy Ok","","147 Route 9W","Haverstraw","NY","10927","Rockland","Mid-Hudson","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Non-Operational","2024-04-17T00:00:00.000","2026-04-17T00:00:00.000"
"KushKlub NY LLC","","OCM-RETL-24-000061","Adult-Use Retail Dispensary License","Active","Henok Abraha","","186 Orchard St","New York","NY","10002","New York","Manhattan","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-04-17T00:00:00.000","2026-04-17T00:00:00.000"
"Queens Delight LLC","","OCM-RETL-24-000062","Adult-Use Retail Dispensary License","Active","Bernard Graves","","233-20 Northern Blvd","Little Neck","NY","11362","Queens","Queens","Adult-Use Retail Sales","Minority-Owned Business, Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Extra Priority","Non-Operational","2024-04-17T00:00:00.000","2026-04-17T00:00:00.000"
"Bud City Cannabis LLC","","OCM-RETL-24-000063","Adult-Use Retail Dispensary License","Active","Hannah Ali","","3343 Fulton St","Brooklyn","NY","11208","Kings","Brooklyn","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Active","2024-04-17T00:00:00.000","2026-04-17T00:00:00.000"
"SANAT CARDS & GIFTS INC","","OCM-RETL-24-000064","Adult-Use Retail Dispensary License","Active","HARI PATEL","","214 24 73rd Ave","OAKLAND GARDEN","NY","11364","Queens","Queens","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-04-17T00:00:00.000","2026-04-17T00:00:00.000"
"ONE LIFE CANNABIS LLC","JUST BREATHE SYRACUSE","OCM-RETL-24-000065","Adult-Use Retail Dispensary License","Active","Damien Cornwell","","185 W Seneca St","Manlius","NY","13104","Onondaga","Central NY","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-04-17T00:00:00.000","2026-04-17T00:00:00.000"
"Sage Holdco, Inc.","Sage Cannabis","OCM-RETL-24-000066","Adult-Use Retail Dispensary License","Active","Jennifer Dundas","","268 Forest Hill Dr","Kingston","NY","12401","Ulster","Mid-Hudson","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-17T00:00:00.000","2026-04-17T00:00:00.000"
"MamitaJoy LLC","","OCM-RETL-24-000067","Adult-Use Retail Dispensary License","Active","Maria Caballero","","5520 103rd St","Corona","NY","11368","Queens","Queens","Adult-Use Retail Sales","Minority-Owned Business, Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Women-Owned Business","Non-Operational","2024-04-18T00:00:00.000","2026-04-18T00:00:00.000"
"AAR CANN LLC","","OCM-RETL-24-000068","Adult-Use Retail Dispensary License","Active","Ankit Bhasin","","110-04 Jamaica Ave","Queens","NY","11418","Queens","Queens","Adult-Use Retail Sales","Minority-Owned Business","Non-Operational","2024-04-18T00:00:00.000","2026-04-18T00:00:00.000"
"Briar Hill Holdings LLC","","OCM-RETL-24-000069","Adult-Use Retail Dispensary License","Active","Karen Pepe","","1385 Abbott Rd","Lackawanna","NY","14218","Erie","Western NY","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-25T00:00:00.000","2026-04-25T00:00:00.000"
"GRAPE STOMPER LLC","","OCM-RETL-24-000070","Adult-Use Retail Dispensary License","Active","Matthew Ward","","2273A Broadway","New York","NY","10024","New York","Manhattan","Adult-Use Retail Sales","Minority-Owned Business, Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Extra Priority","Non-Operational","2024-04-25T00:00:00.000","2026-04-25T00:00:00.000"
"CL Canna Holdings, LLC","","OCM-RETL-24-000071","Adult-Use Retail Dispensary License","Active","Erik Hicks","","3808 State Route 13","Pulaski","NY","13142","Oswego","Central NY","Adult-Use Retail Sales","","Active","2024-04-25T00:00:00.000","2026-04-25T00:00:00.000"
"Notorious Tree NY LLC","","OCM-RETL-24-000072","Adult-Use Retail Dispensary License","Active","Yana Ilyaguyev","","5211 Broadway St Ste 300","Lancaster","NY","14086","Erie","Western NY","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-25T00:00:00.000","2026-04-25T00:00:00.000"
"Dark Horse 2 Corp","Dark Horse","OCM-RETL-24-000073","Adult-Use Retail Dispensary License","Active","Narinder Singh","","15 Centre St","Albany","NY","12207","Albany","Capital District","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-04-25T00:00:00.000","2026-04-25T00:00:00.000"
"ATNC INC","","OCM-RETL-24-000074","Adult-Use Retail Dispensary License","Active","Nate Cook","","105 Dryden Rd","Ithaca","NY","14850","Tompkins","Southern Tier","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-25T00:00:00.000","2026-04-25T00:00:00.000"
"Juicy Wellness Inc.","","OCM-RETL-24-000075","Adult-Use Retail Dispensary License","Active","Pavel Santos","","6633 Fresh Pond Rd","Ridgewood","NY","11385","Queens","Queens","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-04-25T00:00:00.000","2026-04-25T00:00:00.000"
"Highlife Health, LLC","","OCM-RETL-24-000076","Adult-Use Retail Dispensary License","Active","Jennifer Gierum","","19 Huguenot St","New Rochelle","NY","10801","Westchester","Mid-Hudson","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-25T00:00:00.000","2026-04-25T00:00:00.000"
"Cannabis Group NY, LLC","","OCM-RETL-24-000077","Adult-Use Retail Dispensary License","Active","Jose Verdaguer","","14518 14th Ave","Whitestone","NY","11357","Queens","Queens","Adult-Use Retail Sales","","Active","2024-04-25T00:00:00.000","2026-04-25T00:00:00.000"
"Caurd Wellness LLC","","OCM-RETL-24-000078","Adult-Use Retail Dispensary License","Active","Taylor Seyfert","","465 Onderdonk Ave","Ridgewood","NY","11385","Queens","Queens","Adult-Use Retail Sales","Women-Owned Business","Active","2024-04-29T00:00:00.000","2026-04-29T00:00:00.000"
"Misfits Dispensary R3, LLC","not applicable at the moment","OCM-RETL-24-000079","Adult-Use Retail Dispensary License","Active","Tin Tin Ren","","400 Jefferson Rd, Ste 2","Rochester","NY","14623","Monroe","Finger Lakes","Adult-Use Retail Sales","Women-Owned Business, Minority-Owned Business","Active","2024-05-01T00:00:00.000","2026-05-01T00:00:00.000"
"Happy Dayz Cannabis Dispensary","","OCM-RETL-24-000080","Adult-Use Retail Dispensary License","Active","Rhonda Leaty","","74 Lake Ave","Rochester","NY","14608","Monroe","Finger Lakes","Adult-Use Retail Sales","Women-Owned Business","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"1WILDE1 LLC","WILDE ROOTS DISPENSARY","OCM-RETL-24-000081","Adult-Use Retail Dispensary License","Active","Michael Wilde","","4179 State Route 20","Castleton","NY","12033","Rensselaer","Capital District","Adult-Use Retail Sales","","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"3807 harlem Cannabis LLC","Buffalo Cannabis Outlet","OCM-RETL-24-000082","Adult-Use Retail Dispensary License","Active","Rupinder Kaur","","3807 Harlem Rd","Buffalo","NY","14215","Erie","Western NY","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"Caffiend LLC","","OCM-RETL-24-000083","Adult-Use Retail Dispensary License","Active","Louis Lebron","","892 Wyckoff Ave","Brooklyn","NY","11237","Kings","Brooklyn","Adult-Use Retail Sales","Minority-Owned Business, Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Extra Priority","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"Greens Greenery LLC","Greens Greenery","OCM-RETL-24-000084","Adult-Use Retail Dispensary License","Active","Kathleen Andrews","","54 State Highway 357","Unadilla","NY","13849","Delaware","Southern Tier","Adult-Use Retail Sales","Women-Owned Business","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"Cloud 9 Smoke & Gift Shop Inc.","","OCM-RETL-24-000085","Adult-Use Retail Dispensary License","Active","Lawrence Eid","","305 Saw Mill River Rd","Yonkers","NY","10701","Westchester","Mid-Hudson","Adult-Use Retail Sales","","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"Bud Dispensary Company, LLC","","OCM-RETL-24-000086","Adult-Use Retail Dispensary License","Active","Natasha Glynn","","143 George St","Oswego","NY","13126","Oswego","Central NY","Adult-Use Retail Sales","Women-Owned Business","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"CalKnap Inc.","Cloud 914","OCM-RETL-24-000087","Adult-Use Retail Dispensary License","Active","Neil Kaufman","","807 Washington St","Peekskill","NY","10566","Westchester","Mid-Hudson","Adult-Use Retail Sales","Women-Owned Business","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"Jungle Kingdom Flower Company LLC","","OCM-RETL-24-000088","Adult-Use Retail Dispensary License","Active","Junaid Zahid","","515 Nostrand Ave","Brooklyn","NY","11216","Kings","Brooklyn","Adult-Use Retail Sales","Minority-Owned Business","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"NY Cannabis Dispensary LLC","","OCM-RETL-24-000089","Adult-Use Retail Dispensary License","Active","Jasminben Patel","","343 N Comrie Ave","Johnstown","NY","12095","Fulton","Mohawk Valley","Adult-Use Retail Sales","Minority-Owned Business, Women-Owned Business","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"Gnome Serum Center LLC","The Village Green Dispensary","OCM-RETL-24-000090","Adult-Use Retail Dispensary License","Active","Brandon Misiaszek","","New Hartford Shopping Ctr","New Hartford","NY","13413","Oneida","Mohawk Valley","Adult-Use Retail Sales","Women-Owned Business","Active","2024-05-13T00:00:00.000","2026-05-13T00:00:00.000"
